Word,fq_No,prob_no,fq_Yes,prob_yes,fq_total
ลุง,70,0.000224697,362,0.000967956,432
ลุ้น,54,0.000174061,13,3.73316E-05,67
ลุย,25,8.22834E-05,36,9.86622E-05,61
ลูก,302,0.000958918,113,0.000303986,415
ลูกกก,26,8.54482E-05,22,6.13306E-05,48
ลูกค้า,115,0.000367111,0,2.66655E-06,115
ลูกชาย,32,0.000104437,0,2.66655E-06,32
ลูกชิ้น,15,5.0636E-05,0,2.66655E-06,15
ลูกเธอ,0,3.16475E-06,29,7.99964E-05,29
ลูกน้อง,0,3.16475E-06,47,0.000127994,47
ลูกบอล,31,0.000101272,0,2.66655E-06,31
ลูกผู้ชาย,47,0.000151908,0,2.66655E-06,47
ลูกสาว,13,4.43065E-05,0,2.66655E-06,13
ลูกหลาน,0,3.16475E-06,31,8.53295E-05,31
เล,14,4.74712E-05,0,2.66655E-06,14
เลข,10,3.48122E-05,0,2.66655E-06,10
เลขที่,0,3.16475E-06,16,4.53313E-05,16
เล็ง,0,3.16475E-06,18,5.06644E-05,18
เล็งเห็น,0,3.16475E-06,26,7.19967E-05,26
เลเซอร์,10,3.48122E-05,0,2.66655E-06,10
เลน,22,7.27892E-05,0,2.66655E-06,22
เล่น,272,0.000863976,60,0.000162659,332
เลนส์,10,3.48122E-05,58,0.000157326,68
เล็บ,29,9.49424E-05,0,2.66655E-06,29
เล่ม,18,6.01302E-05,0,2.66655E-06,18
เล้ย,17,5.69655E-05,0,2.66655E-06,17
เลว,0,3.16475E-06,65,0.000175992,65
เลวร้าย,0,3.16475E-06,14,3.99982E-05,14
เละ,26,8.54482E-05,31,8.53295E-05,57
เลา,22,7.27892E-05,0,2.66655E-06,22
เล่า,23,7.59539E-05,33,9.06626E-05,56
เลิก,72,0.000231027,87,0.000234656,159
เลิกงาน,18,6.01302E-05,0,2.66655E-06,18
เลิฟ,25,8.22834E-05,0,2.66655E-06,25
เลิศ,0,3.16475E-06,68,0.000183992,68
เลีย,102,0.000325969,0,2.66655E-06,102
เลี่ยง,0,3.16475E-06,28,7.73298E-05,28
เลี้ยง,55,0.000177226,16,4.53313E-05,71
เลียนแบบ,0,3.16475E-06,14,3.99982E-05,14
เลียบพระนคร,0,3.16475E-06,37,0.000101329,37
เลือก,124,0.000395593,127,0.000341318,251
เลือกตั้ง,0,3.16475E-06,27,7.46633E-05,27
เลือกตั้งซ่อม,0,3.16475E-06,14,3.99982E-05,14
เลือด,18,6.01302E-05,100,0.000269321,118
เลือดเนื้อ,0,3.16475E-06,38,0.000103995,38
เลื่อน,27,8.86129E-05,25,6.93302E-05,52
แล,33,0.000107601,15,4.26647E-05,48
แล้,45,0.000145578,56,0.000151993,101
แลก,77,0.00024685,10,2.9332E-05,87
แลกเปลี่ยน,0,3.16475E-06,30,8.26629E-05,30
แล้ง,0,3.16475E-06,78,0.000210657,78
แลนด์,10,3.48122E-05,0,2.66655E-06,10
แล้วก็,89,0.000284827,24,6.66636E-05,113
โล,19,6.32949E-05,0,2.66655E-06,19
โล่,16,5.38007E-05,16,4.53313E-05,32
โลก,134,0.000427241,140,0.000375983,274
โลโก้,10,3.48122E-05,0,2.66655E-06,10
โลง,0,3.16475E-06,10,2.9332E-05,10
โล่ง,11,3.7977E-05,0,2.66655E-06,11
โลหิต,0,3.16475E-06,192,0.000514643,192
ไล่,28,9.17777E-05,46,0.000125328,74
ไลค์,12,4.11417E-05,0,2.66655E-06,12
ไลน์,255,0.000810175,17,4.79978E-05,272
ไลฟ์,43,0.000139249,10,2.9332E-05,53
ว,278,0.000882964,53,0.000143993,331
ว.,15,5.0636E-05,0,2.66655E-06,15
วก,55,0.000177226,0,2.66655E-06,55
วง,86,0.000275333,11,3.19985E-05,97
วงการ,37,0.00012026,15,4.26647E-05,52
วงใน,0,3.16475E-06,22,6.13306E-05,22
วงศ์,0,3.16475E-06,14,3.99982E-05,14
วงศ์วาน,19,6.32949E-05,0,2.66655E-06,19
วจะ,59,0.000189885,30,8.26629E-05,89
วดี,13,4.43065E-05,30,8.26629E-05,43
วต,11,3.7977E-05,0,2.66655E-06,11
วน,50,0.000161402,32,8.7996E-05,82
วร,0,3.16475E-06,10,2.9332E-05,10
วรงค์,0,3.16475E-06,20,5.59975E-05,20
วรรค,0,3.16475E-06,10,2.9332E-05,10
วว,82,0.000262674,10,2.9332E-05,92
ววว,65,0.000208873,10,2.9332E-05,75
วววว,51,0.000164567,0,2.66655E-06,51
ววววว,24,7.91187E-05,0,2.66655E-06,24
วอ,22,7.27892E-05,0,2.66655E-06,22
วอน,27,8.86129E-05,17,4.79978E-05,44
ว่อน,20,6.64597E-05,0,2.66655E-06,20
ว้อย,22,7.27892E-05,0,2.66655E-06,22
วอร์,71,0.000227862,0,2.66655E-06,71
วะ,145,0.000462053,70,0.000189325,215
ว่ะ,108,0.000344957,38,0.000103995,146
วัง,44,0.000142414,26,7.19967E-05,70
วัชร,0,3.16475E-06,25,6.93302E-05,25
วัฒน,0,3.16475E-06,74,0.000199991,74
วัฒนธรรม,0,3.16475E-06,17,4.79978E-05,17
วัฒนะ,24,7.91187E-05,0,2.66655E-06,24
วัฒนา,0,3.16475E-06,20,5.59975E-05,20
วัด,189,0.000601302,148,0.000397315,337
วันเกิด,70,0.000224697,0,2.66655E-06,70
วันครู,0,3.16475E-06,18,5.06644E-05,18
วันคล้ายวันพระราชสมภพ,10,3.48122E-05,13,3.73316E-05,23
วันดี,14,4.74712E-05,0,2.66655E-06,14
วันที่,258,0.00081967,316,0.000845295,574
วันพระ,24,7.91187E-05,0,2.66655E-06,24
วันพรุ่งนี้,14,4.74712E-05,0,2.66655E-06,14
วันสุดท้าย,10,3.48122E-05,15,4.26647E-05,25
วันหยุด,85,0.000272168,20,5.59975E-05,105
วันอาทิตย์,20,6.64597E-05,0,2.66655E-06,20
วัย,21,6.96244E-05,30,8.26629E-05,51
วัยรุ่น,13,4.43065E-05,0,2.66655E-06,13
วัว,18,6.01302E-05,0,2.66655E-06,18
วัส,0,3.16475E-06,17,4.79978E-05,17
วา,55,0.000177226,65,0.000175992,120
ว่าการ,0,3.16475E-06,56,0.000151993,56
วาง,24,7.91187E-05,45,0.000122661,69
ว่าง,237,0.00075321,12,3.46651E-05,249
วาด,23,7.59539E-05,0,2.66655E-06,23
วาดรูป,11,3.7977E-05,0,2.66655E-06,11
ว่าด้วย,0,3.16475E-06,13,3.73316E-05,13
ว่าแต่,12,4.11417E-05,0,2.66655E-06,12
ว่าที่,11,3.7977E-05,18,5.06644E-05,29
วาน,0,3.16475E-06,29,7.99964E-05,29
วาย,21,6.96244E-05,0,2.66655E-06,21
วายชนม์,0,3.16475E-06,27,7.46633E-05,27
วาร,10,3.48122E-05,0,2.66655E-06,10
วาระ,0,3.16475E-06,21,5.8664E-05,21
วาเลนไทน์,0,3.16475E-06,24,6.66636E-05,24
ว่าแล้ว,10,3.48122E-05,10,2.9332E-05,20
ว่าว,13,4.43065E-05,0,2.66655E-06,13
ว้าว,45,0.000145578,16,4.53313E-05,61
วาสนา,0,3.16475E-06,15,4.26647E-05,15
วิ,65,0.000208873,48,0.000130661,113
วิกฤต,0,3.16475E-06,55,0.000149327,55
วิกฤติ,0,3.16475E-06,15,4.26647E-05,15
วิเคราะห์,0,3.16475E-06,19,5.33309E-05,19
วิ่ง,101,0.000322804,86,0.000231989,187
วิ่งกระสอบ,0,3.16475E-06,13,3.73316E-05,13
วิ่งราว,0,3.16475E-06,18,5.06644E-05,18
วิ่งไล่,0,3.16475E-06,82,0.000221323,82
วิจัย,10,3.48122E-05,0,2.66655E-06,10
วิจาร,0,3.16475E-06,11,3.19985E-05,11
วิจารณ์,0,3.16475E-06,32,8.7996E-05,32
วิชา,0,3.16475E-06,26,7.19967E-05,26
วิชิต,0,3.16475E-06,10,2.9332E-05,10
วิดีโอ,13,4.43065E-05,0,2.66655E-06,13
วิถี,10,3.48122E-05,27,7.46633E-05,37
วิทย์,0,3.16475E-06,14,3.99982E-05,14
วิทยา,0,3.16475E-06,36,9.86622E-05,36
วิทยากร,0,3.16475E-06,14,3.99982E-05,14
วิทยาลัย,0,3.16475E-06,15,4.26647E-05,15
วิธี,17,5.69655E-05,143,0.000383983,160
วิธีการ,0,3.16475E-06,16,4.53313E-05,16
วิน,183,0.000582313,0,2.66655E-06,183
วินัย,0,3.16475E-06,21,5.8664E-05,21
วินาที,10,3.48122E-05,38,0.000103995,48
วินิจฉัย,0,3.16475E-06,23,6.39971E-05,23
วิว,51,0.000164567,0,2.66655E-06,51
วิวัฒน์,0,3.16475E-06,18,5.06644E-05,18
วิษณุ,0,3.16475E-06,13,3.73316E-05,13
วิสามัญ,0,3.16475E-06,26,7.19967E-05,26
วี,23,7.59539E-05,14,3.99982E-05,37
วีค,16,5.38007E-05,0,2.66655E-06,16
วีร,16,5.38007E-05,34,9.33291E-05,50
วีรบุรุษ,0,3.16475E-06,28,7.73298E-05,28
วีระ,0,3.16475E-06,11,3.19985E-05,11
วุฒิ,17,5.69655E-05,0,2.66655E-06,17
วุ่นวาย,16,5.38007E-05,53,0.000143993,69
วุ่ยวาย,0,3.16475E-06,30,8.26629E-05,30
เว,0,3.16475E-06,14,3.99982E-05,14
เวชกรรม,0,3.16475E-06,27,7.46633E-05,27
เวท,14,4.74712E-05,0,2.66655E-06,14
เวที,24,7.91187E-05,33,9.06626E-05,57
เวน,11,3.7977E-05,0,2.66655E-06,11
เว้น,0,3.16475E-06,13,3.73316E-05,13
เวบ,0,3.16475E-06,10,2.9332E-05,10
เว็บ,13,4.43065E-05,0,2.66655E-06,13
เวบไซต์,0,3.16475E-06,10,2.9332E-05,10
เว็บไซต์,0,3.16475E-06,13,3.73316E-05,13
เว้ย,28,9.17777E-05,0,2.66655E-06,28
เวร,29,9.49424E-05,18,5.06644E-05,47
เวลา,306,0.000971577,358,0.00095729,664
เวลานี้,12,4.11417E-05,13,3.73316E-05,25
เวส,0,3.16475E-06,23,6.39971E-05,23
เว่อ,11,3.7977E-05,0,2.66655E-06,11
เวอร์,11,3.7977E-05,0,2.66655E-06,11
เวียง,0,3.16475E-06,10,2.9332E-05,10
เวียดนาม,14,4.74712E-05,0,2.66655E-06,14
แว้,11,3.7977E-05,0,2.66655E-06,11
แว้ว,11,3.7977E-05,0,2.66655E-06,11
แวะ,86,0.000275333,11,3.19985E-05,97
โว้ย,50,0.000161402,0,2.66655E-06,50
โวยวาย,0,3.16475E-06,13,3.73316E-05,13
ไว,80,0.000256345,51,0.00013866,131
ไวรัส,0,3.16475E-06,658,0.001757254,658
ไว้วางใจ,0,3.16475E-06,44,0.000119995,44
ไว้อาลัย,0,3.16475E-06,93,0.000250655,93
ศ,13,4.43065E-05,0,2.66655E-06,13
ศบภ.ม,0,3.16475E-06,14,3.99982E-05,14
ศพ,0,3.16475E-06,42,0.000114661,42
ศรัทธา,12,4.11417E-05,15,4.26647E-05,27
ศรี,26,8.54482E-05,122,0.000327985,148
ศรีนครินทร์,42,0.000136084,0,2.66655E-06,42
ศรีราชา,20,6.64597E-05,0,2.66655E-06,20
ศรีสุวรรณ,0,3.16475E-06,16,4.53313E-05,16
ศักดิ์,0,3.16475E-06,51,0.00013866,51
ศักยภาพ,0,3.16475E-06,12,3.46651E-05,12
ศาล,0,3.16475E-06,209,0.000559975,209
ศาลฎีกา,0,3.16475E-06,10,2.9332E-05,10
ศาลรัฐธรรมนูญ,0,3.16475E-06,84,0.000226656,84
ศาลา,17,5.69655E-05,0,2.66655E-06,17
ศาสตร์,0,3.16475E-06,11,3.19985E-05,11
ศาสน์,146,0.000465218,128,0.000343984,274
ศาสนา,0,3.16475E-06,25,6.93302E-05,25
ศิ,26,8.54482E-05,80,0.00021599,106
ศิค,12,4.11417E-05,0,2.66655E-06,12
ศิลป์,0,3.16475E-06,24,6.66636E-05,24
ศิลปิน,42,0.000136084,0,2.66655E-06,42
ศิษย์,0,3.16475E-06,12,3.46651E-05,12
ศึ…,0,3.16475E-06,11,3.19985E-05,11
ศึก,0,3.16475E-06,31,8.53295E-05,31
ศึกษา,17,5.69655E-05,39,0.000106662,56
ศูนย์,27,8.86129E-05,202,0.000541309,229
ศูนย์การค้า,0,3.16475E-06,21,5.8664E-05,21
ศูนย์บัญชาการ,0,3.16475E-06,26,7.19967E-05,26
เศรษฐกิจ,0,3.16475E-06,66,0.000178659,66
เศร้า,27,8.86129E-05,31,8.53295E-05,58
โศกนาฏกรรม,0,3.16475E-06,36,9.86622E-05,36
ษ,11,3.7977E-05,0,2.66655E-06,11
ษฎ…,0,3.16475E-06,11,3.19985E-05,11
ษา,11,3.7977E-05,0,2.66655E-06,11
ส์,15,5.0636E-05,0,2.66655E-06,15
ส,249,0.000791187,67,0.000181325,316
ส.ว.,0,3.16475E-06,20,5.59975E-05,20
ส.ส.,0,3.16475E-06,145,0.000389316,145
ส.อ.,0,3.16475E-06,10,2.9332E-05,10
"ส…""",0,3.16475E-06,31,8.53295E-05,31
สกปรก,0,3.16475E-06,10,2.9332E-05,10
สกลนคร,11,3.7977E-05,0,2.66655E-06,11
สกัด,0,3.16475E-06,19,5.33309E-05,19
สกัดกั้น,0,3.16475E-06,52,0.000141327,52
สกาย,0,3.16475E-06,11,3.19985E-05,11
สแกน,10,3.48122E-05,0,2.66655E-06,10
สงกรานต์,0,3.16475E-06,28,7.73298E-05,28
สงขลา,27,8.86129E-05,12,3.46651E-05,39
สงคราม,0,3.16475E-06,38,0.000103995,38
ส่งต่อ,34,0.000110766,0,2.66655E-06,34
สงบ,0,3.16475E-06,41,0.000111995,41
สงบสุข,0,3.16475E-06,15,4.26647E-05,15
ส่งผล,0,3.16475E-06,20,5.59975E-05,20
สงสัย,43,0.000139249,46,0.000125328,89
สงสาร,36,0.000117096,20,5.59975E-05,56
ส่งเสริม,0,3.16475E-06,43,0.000117328,43
สด,103,0.000329134,31,8.53295E-05,134
สดชื่น,19,6.32949E-05,0,2.66655E-06,19
สดใส,29,9.49424E-05,11,3.19985E-05,40
สดุดี,0,3.16475E-06,46,0.000125328,46
สต,31,0.000101272,0,2.66655E-06,31
สตช.,0,3.16475E-06,13,3.73316E-05,13
สตอ,22,7.27892E-05,0,2.66655E-06,22
สติ,0,3.16475E-06,42,0.000114661,42
สไตล์,0,3.16475E-06,12,3.46651E-05,12
สถาน,0,3.16475E-06,29,7.99964E-05,29
สถานการณ์,15,5.0636E-05,178,0.000477312,193
สถานที่,68,0.000218368,23,6.39971E-05,91
สถานะ,0,3.16475E-06,10,2.9332E-05,10
สถานี,0,3.16475E-06,39,0.000106662,39
สถาบัน,17,5.69655E-05,71,0.000191991,88
สถิต,35,0.000113931,0,2.66655E-06,35
สถิติ,0,3.16475E-06,10,2.9332E-05,10
สธ,0,3.16475E-06,41,0.000111995,41
สน,39,0.00012659,16,4.53313E-05,55
สนใจ,300,0.000952589,52,0.000141327,352
ส้นตีน,0,3.16475E-06,39,0.000106662,39
สนับสนุน,22,7.27892E-05,213,0.000570641,235
สนาม,16,5.38007E-05,45,0.000122661,61
สนามกอล์ฟ,0,3.16475E-06,14,3.99982E-05,14
สนามบิน,10,3.48122E-05,29,7.99964E-05,39
สนามหลวง,20,6.64597E-05,0,2.66655E-06,20
สนิท,17,5.69655E-05,0,2.66655E-06,17
สนุก,132,0.000420911,16,4.53313E-05,148
สบายใจ,30,9.81072E-05,24,6.66636E-05,54
สปริง,0,3.16475E-06,121,0.000325319,121
สปา,52,0.000167732,0,2.66655E-06,52
สผั่ส,0,3.16475E-06,17,4.79978E-05,17
สภา,0,3.16475E-06,218,0.000583974,218
สภาพ,21,6.96244E-05,39,0.000106662,60
สม,24,7.91187E-05,141,0.00037865,165
ส้ม,26,8.54482E-05,176,0.000471979,202
สมควร,0,3.16475E-06,77,0.000207991,77
สมเด็จ,29,9.49424E-05,162,0.000434647,191
สมเด็จพระกนิษฐาธิราชเจ้า กรมสมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี,0,3.16475E-06,85,0.000229323,85
สมเด็จพระนางเจ้า,0,3.16475E-06,19,5.33309E-05,19
ส้มตำ,19,6.32949E-05,0,2.66655E-06,19
สมภพ,24,7.91187E-05,0,2.66655E-06,24
สมรรถ,0,3.16475E-06,11,3.19985E-05,11
สมรรถภาพ,0,3.16475E-06,30,8.26629E-05,30
สมหมาย,0,3.16475E-06,21,5.8664E-05,21
สมหวัง,12,4.11417E-05,0,2.66655E-06,12
สมอง,29,9.49424E-05,95,0.000255988,124
สมัคร,41,0.000132919,31,8.53295E-05,72
สมา,17,5.69655E-05,0,2.66655E-06,17
สมาคม,0,3.16475E-06,52,0.000141327,52
สมาชิก,0,3.16475E-06,15,4.26647E-05,15
สมาส,10,3.48122E-05,0,2.66655E-06,10
สมุทรปราการ,31,0.000101272,0,2.66655E-06,31
สมุทรสาคร,21,6.96244E-05,0,2.66655E-06,21
สยาม,51,0.000164567,27,7.46633E-05,78
สร,11,3.7977E-05,0,2.66655E-06,11
สรรหา,11,3.7977E-05,0,2.66655E-06,11
สระ,14,4.74712E-05,23,6.39971E-05,37
สระแก้ว,0,3.16475E-06,46,0.000125328,46
สระน้ำ,0,3.16475E-06,11,3.19985E-05,11
สระบุรี,33,0.000107601,0,2.66655E-06,33
สร้าง,57,0.000183555,481,0.001285275,538
สร้างชาติ,0,3.16475E-06,17,4.79978E-05,17
สร้างบ้าน,0,3.16475E-06,10,2.9332E-05,10
สร้างภาพ,10,3.48122E-05,17,4.79978E-05,27
สร้างเรื่อง,0,3.16475E-06,24,6.66636E-05,24
สร้างสรรค์,0,3.16475E-06,20,5.59975E-05,20
สรุป,66,0.000212038,69,0.000186658,135
สละ,0,3.16475E-06,41,0.000111995,41
สลับ,20,6.64597E-05,0,2.66655E-06,20
สลิ่ม,37,0.00012026,43,0.000117328,80
สไลด์,10,3.48122E-05,0,2.66655E-06,10
สว,0,3.16475E-06,12,3.46651E-05,12
สวน,88,0.000281663,35,9.59956E-05,123
ส่วนกุศล,0,3.16475E-06,46,0.000125328,46
ส่วนตัว,66,0.000212038,32,8.7996E-05,98
ส่วนรวม,0,3.16475E-06,36,9.86622E-05,36
ส่วนราชการ,0,3.16475E-06,44,0.000119995,44
ส่วนลด,32,0.000104437,0,2.66655E-06,32
สวนสนาม,0,3.16475E-06,15,4.26647E-05,15
สวนสาธารณะ,0,3.16475E-06,14,3.99982E-05,14
สวนหย่อม,0,3.16475E-06,11,3.19985E-05,11
สวม,0,3.16475E-06,16,4.53313E-05,16
สวมหน้ากาก,0,3.16475E-06,14,3.99982E-05,14
สวย,444,0.001408313,79,0.000213324,523
สวยงาม,28,9.17777E-05,58,0.000157326,86
สวรรค์,10,3.48122E-05,0,2.66655E-06,10
สวะ,0,3.16475E-06,68,0.000183992,68
สวัสดิ,0,3.16475E-06,36,9.86622E-05,36
สวัสดิการ,0,3.16475E-06,72,0.000194658,72
สวัสดี,85,0.000272168,55,0.000149327,140
สวาง,0,3.16475E-06,11,3.19985E-05,11
สวาย,0,3.16475E-06,10,2.9332E-05,10
สวิง,22,7.27892E-05,0,2.66655E-06,22
สวิงกิ้ง,28,9.17777E-05,0,2.66655E-06,28
สส,10,3.48122E-05,48,0.000130661,58
สส.,10,3.48122E-05,41,0.000111995,51
สสส,26,8.54482E-05,0,2.66655E-06,26
สห,29,9.49424E-05,0,2.66655E-06,29
สหรัฐ,0,3.16475E-06,26,7.19967E-05,26
สหรัฐอเมริกา,0,3.16475E-06,26,7.19967E-05,26
สหรัฐฯ,0,3.16475E-06,157,0.000421314,157
ส่อ,0,3.16475E-06,19,5.33309E-05,19
สอง,472,0.001496925,72,0.000194658,544
ส่อง,40,0.000129755,0,2.66655E-06,40
สอด,12,4.11417E-05,18,5.06644E-05,30
สอน,58,0.00018672,45,0.000122661,103
สอนพิเศษ,10,3.48122E-05,0,2.66655E-06,10
สอบ,49,0.000158237,52,0.000141327,101
สอบถาม,61,0.000196214,12,3.46651E-05,73
สอบสวน,0,3.16475E-06,22,6.13306E-05,22
สะ,14,4.74712E-05,32,8.7996E-05,46
สะใจ,17,5.69655E-05,0,2.66655E-06,17
สะดวก,30,9.81072E-05,15,4.26647E-05,45
สะท้อน,0,3.16475E-06,48,0.000130661,48
สะพาน,69,0.000221532,65,0.000175992,134
สะพาย,10,3.48122E-05,0,2.66655E-06,10
สะสม,22,7.27892E-05,12,3.46651E-05,34
สะอาด,12,4.11417E-05,0,2.66655E-06,12
สัก,102,0.000325969,52,0.000141327,154
สักครั้ง,12,4.11417E-05,0,2.66655E-06,12
สักที,46,0.000148743,28,7.73298E-05,74
สักพัก,16,5.38007E-05,0,2.66655E-06,16
สักวัน,14,4.74712E-05,0,2.66655E-06,14
สักหน่อย,13,4.43065E-05,0,2.66655E-06,13
สั่ง,140,0.000446229,153,0.000410648,293
สังกัด,0,3.16475E-06,20,5.59975E-05,20
สั่งการ,0,3.16475E-06,58,0.000157326,58
สังคม,21,6.96244E-05,140,0.000375983,161
สั่งซื้อ,20,6.64597E-05,0,2.66655E-06,20
สังหาร,0,3.16475E-06,12,3.46651E-05,12
สัญญา,19,6.32949E-05,21,5.8664E-05,40
สัญลักษณ์,0,3.16475E-06,37,0.000101329,37
สัด,16,5.38007E-05,0,2.66655E-06,16
สัตว์,13,4.43065E-05,12,3.46651E-05,25
สัตหีบ,112,0.000357616,13,3.73316E-05,125
สัน,34,0.000110766,0,2.66655E-06,34
สั่น,30,9.81072E-05,0,2.66655E-06,30
สันดาน,13,4.43065E-05,13,3.73316E-05,26
สันติ,24,7.91187E-05,0,2.66655E-06,24
สันติภาพ,0,3.16475E-06,14,3.99982E-05,14
สับ,12,4.11417E-05,0,2.66655E-06,12
สัปดาห์,27,8.86129E-05,21,5.8664E-05,48
สัมผัส,17,5.69655E-05,10,2.9332E-05,27
สัมพันธ์,0,3.16475E-06,43,0.000117328,43
สัมภาษณ์,0,3.16475E-06,25,6.93302E-05,25
สัส,58,0.00018672,22,6.13306E-05,80
สา,18,6.01302E-05,68,0.000183992,86
สํา,14,4.74712E-05,0,2.66655E-06,14
สาขา,22,7.27892E-05,24,6.66636E-05,46
สาทร,12,4.11417E-05,0,2.66655E-06,12
สาธยาย,13,4.43065E-05,0,2.66655E-06,13
สาธารณภัย,0,3.16475E-06,133,0.000357317,133
สาธารณสุข,0,3.16475E-06,19,5.33309E-05,19
สาธารณะ,0,3.16475E-06,38,0.000103995,38
สาธุ,44,0.000142414,38,0.000103995,82
สาน,0,3.16475E-06,29,7.99964E-05,29
สาม,81,0.000259509,21,5.8664E-05,102
สามย่าน,11,3.7977E-05,0,2.66655E-06,11
สามัคคี,0,3.16475E-06,17,4.79978E-05,17
สามี,12,4.11417E-05,0,2.66655E-06,12
สาย,188,0.000598137,300,0.00080263,488
สายด่วน,0,3.16475E-06,10,2.9332E-05,10
สายตา,53,0.000170896,0,2.66655E-06,53
สายพันธุ์,0,3.16475E-06,130,0.000349317,130
สายใย,0,3.16475E-06,18,5.06644E-05,18
สาร,15,5.0636E-05,44,0.000119995,59
สารวัตร,0,3.16475E-06,17,4.79978E-05,17
สาระ,0,3.16475E-06,16,4.53313E-05,16
สาว,635,0.002012779,20,5.59975E-05,655
สาวก,0,3.16475E-06,11,3.19985E-05,11
สาวน้อย,33,0.000107601,0,2.66655E-06,33
สาวใหญ่,24,7.91187E-05,0,2.66655E-06,24
สาเหตุ,11,3.7977E-05,16,4.53313E-05,27
สำ,0,3.16475E-06,52,0.000141327,52
สำนัก,0,3.16475E-06,35,9.59956E-05,35
สำนักข่าว,0,3.16475E-06,12,3.46651E-05,12
สำนักงาน,0,3.16475E-06,15,4.26647E-05,15
สำนักงานตำรวจแห่งชาติ,0,3.16475E-06,11,3.19985E-05,11
สำนึก,17,5.69655E-05,43,0.000117328,60
สำรวจ,13,4.43065E-05,37,0.000101329,50
สำราญ,0,3.16475E-06,69,0.000186658,69
สำเร็จ,19,6.32949E-05,18,5.06644E-05,37
สำโรง,15,5.0636E-05,0,2.66655E-06,15
สำหรับ,122,0.000389264,112,0.00030132,234
สิ,239,0.000759539,211,0.000565308,450
สิง,15,5.0636E-05,12,3.46651E-05,27
สิงคโปร์,0,3.16475E-06,31,8.53295E-05,31
สิงโต,19,6.32949E-05,0,2.66655E-06,19
สิ่งผิดกฎหมาย,0,3.16475E-06,11,3.19985E-05,11
สิงหนาท,0,3.16475E-06,12,3.46651E-05,12
สิงห์บุรี,0,3.16475E-06,10,2.9332E-05,10
สิทธิ์,18,6.01302E-05,0,2.66655E-06,18
สิทธิ,12,4.11417E-05,75,0.000202657,87
สิน,0,3.16475E-06,10,2.9332E-05,10
สินค้า,53,0.000170896,20,5.59975E-05,73
สิ้นปี,22,7.27892E-05,0,2.66655E-06,22
สิบ,24,7.91187E-05,13,3.73316E-05,37
สิบเอก,0,3.16475E-06,23,6.39971E-05,23
สิริ,0,3.16475E-06,35,9.59956E-05,35
สิว,50,0.000161402,0,2.66655E-06,50
สี,176,0.00056016,82,0.000221323,258
สี่,56,0.000180391,0,2.66655E-06,56
สีแดง,0,3.16475E-06,28,7.73298E-05,28
สีผม,17,5.69655E-05,0,2.66655E-06,17
สีม่วง,10,3.48122E-05,0,2.66655E-06,10
สีส้ม,0,3.16475E-06,30,8.26629E-05,30
สึก,10,3.48122E-05,0,2.66655E-06,10
สืบ,0,3.16475E-06,10,2.9332E-05,10
สื่อ,11,3.7977E-05,234,0.000626638,245
สื่อมวลชน,0,3.16475E-06,16,4.53313E-05,16
สื่อสาร,0,3.16475E-06,21,5.8664E-05,21
สุ,31,0.000101272,68,0.000183992,99
สุกี้,11,3.7977E-05,0,2.66655E-06,11
สุข,77,0.00024685,43,0.000117328,120
สุขภาพ,65,0.000208873,115,0.000309319,180
สุขสันต์,46,0.000148743,0,2.66655E-06,46
สุขสันต์วันเกิด,17,5.69655E-05,0,2.66655E-06,17
สุขุมวิท,25,8.22834E-05,0,2.66655E-06,25
สุโขทัย,30,9.81072E-05,0,2.66655E-06,30
สุดซึ้ง,0,3.16475E-06,10,2.9332E-05,10
สุดท้าย,103,0.000329134,41,0.000111995,144
สุดยอด,65,0.000208873,292,0.000781298,357
สุดสัปดาห์,0,3.16475E-06,16,4.53313E-05,16
สุนัข,0,3.16475E-06,10,2.9332E-05,10
สุพรรณบุรี,12,4.11417E-05,0,2.66655E-06,12
สุพรรณหงส์,0,3.16475E-06,13,3.73316E-05,13
สุ่ม,51,0.000164567,0,2.66655E-06,51
สุร,0,3.16475E-06,25,6.93302E-05,25
สุรนารี,0,3.16475E-06,41,0.000111995,41
สุรยุทธ์,0,3.16475E-06,14,3.99982E-05,14
สุรศักดิ์มนตรี,0,3.16475E-06,82,0.000221323,82
สุรสีห์,0,3.16475E-06,19,5.33309E-05,19
สุรินทร์,0,3.16475E-06,15,4.26647E-05,15
สุวรรณ,0,3.16475E-06,12,3.46651E-05,12
สุวรรณภูมิ,40,0.000129755,0,2.66655E-06,40
สู,10,3.48122E-05,15,4.26647E-05,25
สู้,145,0.000462053,420,0.001122616,565
สู้คดี,0,3.16475E-06,22,6.13306E-05,22
สูญ,0,3.16475E-06,15,4.26647E-05,15
สูญเสีย,0,3.16475E-06,153,0.000410648,153
สูตร,33,0.000107601,0,2.66655E-06,33
เส,25,8.22834E-05,76,0.000205324,101
เสด,14,4.74712E-05,0,2.66655E-06,14
เสด็จ,10,3.48122E-05,65,0.000175992,75
เสด็จพระราชดำเนิน,0,3.16475E-06,97,0.000261321,97
เสธ.,0,3.16475E-06,59,0.000159993,59
เส้น,70,0.000224697,0,2.66655E-06,70
เส้นทาง,0,3.16475E-06,37,0.000101329,37
เสนอ,11,3.7977E-05,78,0.000210657,89
เสนาธิการ,0,3.16475E-06,22,6.13306E-05,22
เสพ,0,3.16475E-06,46,0.000125328,46
